  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
    11,   Q-13899,   2022/10/28 10:25:00,           1-01,      11,        -7.021,       -13.076,       -74.020,        -0.096,         19601,       0,    1,        W-3 / GPHSKP_1_1_5 / 208 / 808 /,                           W-3 Picarro Q,                 H2O, 1666952974.52,         0.248,         0.243,         0.353,         0.174,       140.045,         0.002,         0.002,         2.261,        89.973,        34.033,         1.057,        76.903,         0.938,         0.245,        0.0000,        0.0000,    0,        41.688,         1,       1,       1,Picarro IAEA,       0,       1
    12,   Q-13899,   2022/10/28 10:34:01,           1-01,      12,        -7.034,       -13.094,       -73.983,        -0.099,         19292,       0,    1,        W-3 / GPHSKP_1_1_5 / 208 / 808 /,                           W-3 Picarro Q,                 H2O, 1666953516.16,         0.232,         0.222,         0.348,         0.166,       138.287,         0.002,         0.002,         2.227,        88.312,        33.422,         1.042,        75.917,         0.939,         0.249,        0.0000,        0.0000,    0,        41.750,         1,       1,       1,Picarro IAEA,       0,       1
    13,   Q-13900,   2022/10/28 10:43:02,           1-02,       1,        -2.844,        -5.271,        -7.792,        -0.058,         19397,      -1,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666954056.85,         0.228,         0.232,         0.366,         0.167,       138.498,         0.002,         0.001,         2.236,        88.898,        33.234,         1.072,        77.770,         0.938,         0.232,       -0.0000,        0.0000,    0,        41.750,         1,       2,       1,Picarro IAEA,       0,       1
    14,   Q-13900,   2022/10/28 10:52:03,           1-02,       2,        -2.705,        -5.021,        -3.390,        -0.051,         20079,      -1,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666954598.43,         0.258,         0.248,         0.368,         0.175,       138.686,         0.002,        -0.002,         2.219,        92.690,        34.408,         1.099,        79.753,         0.937,         0.103,       -0.0000,        0.0000,    0,        41.875,         1,       2,       1,Picarro IAEA,       0,       1
    15,   Q-13900,   2022/10/28 11:01:04,           1-02,       3,        -2.529,        -4.725,        -0.682,        -0.032,         19314,      -1,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666955138.72,         0.249,         0.270,         0.365,         0.168,       139.491,         0.003,         0.000,         2.236,        88.509,        33.059,         1.063,        77.346,         0.937,         0.157,       -0.0000,       -0.0000,    0,        41.812,         1,       2,       1,Picarro IAEA,       0,       1
    16,   Q-13900,   2022/10/28 11:10:04,           1-02,       4,        -2.515,        -4.684,        -0.076,        -0.039,         19394,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666955678.75,         0.229,         0.209,         0.344,         0.171,       136.808,         0.002,        -0.001,         2.215,        88.984,        33.390,         1.053,        76.818,         0.938,         0.036,       -0.0000,        0.0000,    0,        41.875,         1,       2,       1,Picarro IAEA,       0,       1
    17,   Q-13900,   2022/10/28 11:19:05,           1-02,       5,        -2.520,        -4.691,         0.212,        -0.040,         19461,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666956216.11,         0.253,         0.259,         0.343,         0.174,       134.986,         0.003,         0.000,         2.258,        89.252,        33.272,         1.074,        78.272,         0.937,         0.204,       -0.0000,        0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    18,   Q-13900,   2022/10/28 11:28:06,           1-02,       6,        -2.544,        -4.692,         0.245,        -0.064,         20094,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666956757.03,         0.252,         0.224,         0.347,         0.178,       137.709,         0.001,         0.001,         2.307,        92.679,        34.438,         1.107,        80.380,         0.938,         0.190,       -0.0000,       -0.0000,    0,        42.000,         1,       2,       1,Picarro IAEA,       0,       1
    19,   Q-13900,   2022/10/28 11:37:07,           1-02,       7,        -2.479,        -4.613,         0.930,        -0.041,         19395,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666957297.34,         0.229,         0.231,         0.357,         0.163,       135.937,         0.002,         0.001,         2.289,        88.901,        33.379,         1.061,        77.273,         0.937,         0.185,        0.0000,        0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    20,   Q-13900,   2022/10/28 11:46:08,           1-02,       8,        -2.503,        -4.602,         1.154,        -0.071,         19293,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666957843.23,         0.245,         0.245,         0.337,         0.160,       136.240,         0.002,        -0.000,         2.201,        88.271,        32.984,         1.074,        77.904,         0.937,         0.252,       -0.0000,        0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    21,   Q-13900,   2022/10/28 11:55:10,           1-02,       9,        -2.480,        -4.601,         1.160,        -0.048,         19325,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666958380.63,         0.256,         0.258,         0.366,         0.178,       134.639,         0.002,         0.001,         2.248,        88.522,        33.237,         1.056,        77.156,         0.935,         0.150,       -0.0000,       -0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    22,   Q-13900,   2022/10/28 12:04:10,           1-02,      10,        -2.483,        -4.576,         1.199,        -0.064,         19522,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666958925.75,         0.257,         0.252,         0.338,         0.172,       135.444,         0.003,         0.001,         2.182,        89.584,        33.431,         1.074,        78.312,         0.937,         0.166,       -0.0000,        0.0000,    0,        42.000,         1,       2,       1,Picarro IAEA,       0,       1
    23,   Q-13900,   2022/10/28 12:13:11,           1-02,      11,        -2.468,        -4.584,         1.320,        -0.045,         19704,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666959466.58,         0.245,         0.240,         0.361,         0.164,       138.725,         0.002,         0.001,         2.230,        90.550,        33.781,         1.088,        78.847,         0.938,         0.206,        0.0000,       -0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    24,   Q-13900,   2022/10/28 12:22:13,           1-02,      12,        -2.456,        -4.549,         1.376,        -0.051,         19899,       0,    1,       W-52 / GPHSKP_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1666960008.60,         0.239,         0.226,         0.362,         0.178,       139.963,         0.002,         0.001,         2.253,        91.664,        34.021,         1.101,        79.635,         0.936,         0.140,        0.0000,        0.0000,    0,        41.938,         1,       2,       1,Picarro IAEA,       0,       1
    25,   Q-13901,   2022/10/28 12:31:15,           1-03,       1,       -16.234,       -30.165,      -210.724,        -0.194,         19449,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666960549.33,         0.227,         0.255,         0.654,         0.162,       139.744,         0.003,         0.009,         2.249,        89.024,        34.454,         1.015,        73.832,         0.937,         0.386,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    26,   Q-13901,   2022/10/28 12:40:16,           1-03,       2,       -16.864,       -31.335,      -227.855,        -0.198,         19402,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666961090.49,         0.249,         0.277,         0.756,         0.167,       138.892,         0.003,         0.012,         2.249,        88.737,        34.552,         1.002,        73.230,         0.938,         0.431,       -0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    27,   Q-13901,   2022/10/28 12:49:16,           1-03,       3,       -16.961,       -31.515,      -230.788,        -0.199,         19540,      -1,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666961630.86,         0.242,         0.278,         0.648,         0.162,       139.772,         0.003,         0.010,         2.244,        89.542,        34.661,         1.012,        73.660,         0.937,         0.377,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    28,   Q-13901,   2022/10/28 12:58:17,           1-03,       4,       -17.056,       -31.689,      -232.702,        -0.200,         19625,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666962168.32,         0.260,         0.261,         0.607,         0.182,       136.554,         0.003,         0.009,         2.286,        89.971,        34.897,         1.016,        73.876,         0.936,         0.377,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    29,   Q-13901,   2022/10/28 13:07:19,           1-03,       5,       -17.146,       -31.876,      -234.462,        -0.190,         19445,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666962709.84,         0.256,         0.250,         0.570,         0.180,       135.385,         0.002,         0.008,         2.252,        89.049,        34.566,         1.002,        72.994,         0.938,         0.374,       -0.0000,       -0.0000,    0,        42.000,         1,       3,       1,Picarro IAEA,       0,       1
    30,   Q-13901,   2022/10/28 13:16:20,           1-03,       6,       -17.185,       -31.938,      -235.111,        -0.196,         19648,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666963251.03,         0.236,         0.234,         0.557,         0.181,       137.628,         0.003,         0.008,         2.291,        90.112,        34.885,         1.020,        73.994,         0.938,         0.390,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    31,   Q-13901,   2022/10/28 13:25:21,           1-03,       7,       -17.213,       -31.999,      -235.800,        -0.192,         19650,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666963795.15,         0.249,         0.251,         0.543,         0.169,       140.048,         0.002,         0.007,         2.244,        90.154,        35.029,         1.006,        73.420,         0.937,         0.351,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    32,   Q-13901,   2022/10/28 13:34:22,           1-03,       8,       -17.251,       -32.083,      -236.440,        -0.184,         19491,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666964336.74,         0.262,         0.264,         0.507,         0.177,       138.067,         0.003,         0.006,         2.208,        89.307,        34.587,         1.005,        73.332,         0.936,         0.355,        0.0000,        0.0000,    0,        41.875,         1,       3,       1,Picarro IAEA,       0,       1
    33,   Q-13901,   2022/10/28 13:43:23,           1-03,       9,       -17.271,       -32.099,      -236.822,        -0.196,         19447,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666964877.71,         0.247,         0.231,         0.507,         0.171,       137.946,         0.002,         0.006,         2.219,        88.993,        34.619,         1.005,        73.208,         0.937,         0.390,       -0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    34,   Q-13901,   2022/10/28 13:52:24,           1-03,      10,       -17.293,       -32.152,      -237.113,        -0.189,         19388,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666965418.30,         0.250,         0.236,         0.515,         0.180,       141.164,         0.002,         0.006,         2.262,        88.662,        34.542,         1.004,        72.913,         0.937,         0.398,        0.0000,       -0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    35,   Q-13901,   2022/10/28 14:01:24,           1-03,      11,       -17.288,       -32.157,      -237.337,        -0.182,         19471,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666965959.29,         0.235,         0.241,         0.483,         0.162,       139.666,         0.002,         0.006,         2.243,        89.174,        34.711,         0.996,        72.778,         0.938,         0.343,       -0.0000,        0.0000,    0,        41.938,         1,       3,       1,Picarro IAEA,       0,       1
    36,   Q-13901,   2022/10/28 14:10:26,           1-03,      12,       -17.285,       -32.187,      -237.559,        -0.162,         19562,       0,    1,       W-50 / GPHSKP_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1666966496.51,         0.247,         0.238,         0.432,         0.171,       137.217,         0.002,         0.005,         2.299,        89.683,        34.813,         1.001,        73.246,         0.937,         0.343,        0.0000,        0.0000,    0,        41.812,         1,       3,       1,Picarro IAEA,       0,       1
    37,   Q-13902,   2022/10/28 14:19:27,           1-08,       1,       -10.941,       -20.385,      -142.161,        -0.127,         19582,      -1,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666967042.02,         0.239,         0.221,         0.353,         0.168,       137.665,         0.002,         0.001,         2.216,        89.848,        34.442,         1.028,        74.989,         0.938,         0.261,        0.0000,        0.0000,    0,        41.875,         1,       8,       2,Picarro IAEA,       0,       1
    38,   Q-13902,   2022/10/28 14:28:28,           1-08,       2,       -10.643,       -19.828,      -134.453,        -0.126,         19607,      -1,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666967579.42,         0.255,         0.242,         0.341,         0.168,       134.964,         0.002,         0.001,         2.267,        90.050,        34.252,         1.033,        75.370,         0.936,         0.126,        0.0000,        0.0000,    0,        41.875,         1,       8,       2,Picarro IAEA,       0,       1
    39,   Q-13902,   2022/10/28 14:37:29,           1-08,       3,       -10.548,       -19.688,      -132.620,        -0.105,         19594,      -1,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666968123.55,         0.245,         0.222,         0.349,         0.180,       138.160,         0.002,         0.001,         2.233,        89.940,        34.287,         1.032,        75.431,         0.938,         0.240,        0.0000,       -0.0000,    0,        42.000,         1,       8,       2,Picarro IAEA,       0,       1
    40,   Q-13902,   2022/10/28 14:46:29,           1-08,       4,       -10.515,       -19.586,      -131.659,        -0.127,         19545,       0,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666968659.87,         0.264,         0.254,         0.349,         0.179,       135.429,         0.003,         0.001,         2.266,        89.675,        34.219,         1.030,        75.132,         0.937,         0.252,        0.0000,        0.0000,    0,        41.875,         1,       8,       2,Picarro IAEA,       0,       1
    41,   Q-13902,   2022/10/28 14:55:30,           1-08,       5,       -10.470,       -19.525,      -131.008,        -0.115,         19591,       0,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666969205.18,         0.242,         0.247,         0.382,         0.167,       137.760,         0.003,         0.002,         2.220,        89.847,        34.284,         1.047,        75.752,         0.937,         0.306,       -0.0000,       -0.0000,    0,        41.875,         1,       8,       2,Picarro IAEA,       0,       1
    42,   Q-13902,   2022/10/28 15:04:31,           1-08,       6,       -10.473,       -19.525,      -130.541,        -0.117,         19524,       0,    1,    W-81930 / GPHSKP_1_8_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1666969741.70,         0.236,         0.235,         0.345,         0.164,       137.140,         0.002,         0.002,         2.294,        89.458,        34.177,         1.040,        75.586,         0.938,         0.333,       -0.0000,        0.0000,    0,        41.875,         1,       8,       2,Picarro IAEA,       0,       1
    43,   Q-13903,   2022/10/28 15:13:32,           1-09,       1,       -14.375,       -26.712,      -185.270,        -0.184,         19592,      -1,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666970286.75,         0.247,         0.258,         0.380,         0.168,       138.913,         0.003,         0.004,         2.235,        89.759,        34.570,         1.034,        74.980,         0.936,         0.459,        0.0000,        0.0000,    0,        41.938,         1,       9,       2,Picarro IAEA,       0,       1
    44,   Q-13903,   2022/10/28 15:22:33,           1-09,       2,       -14.554,       -27.035,      -189.574,        -0.190,         19635,      -1,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666970823.37,         0.230,         0.251,         0.417,         0.157,       136.062,         0.002,         0.005,         2.291,        89.982,        34.669,         1.037,        75.033,         0.935,         0.444,       -0.0000,        0.0000,    0,        41.938,         1,       9,       2,Picarro IAEA,       0,       1
    45,   Q-13903,   2022/10/28 15:31:34,           1-09,       3,       -14.563,       -27.102,      -190.609,        -0.162,         19544,      -1,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666971368.49,         0.242,         0.235,         0.420,         0.170,       138.977,         0.002,         0.004,         2.233,        89.603,        34.418,         1.028,        74.440,         0.938,         0.340,       -0.0000,        0.0000,    0,        41.938,         1,       9,       2,Picarro IAEA,       0,       1
    46,   Q-13903,   2022/10/28 15:40:36,           1-09,       4,       -14.640,       -27.193,      -191.099,        -0.192,         19539,       0,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666971905.58,         0.231,         0.230,         0.394,         0.160,       138.184,         0.002,         0.004,         2.306,        89.494,        34.501,         1.029,        74.547,         0.938,         0.386,        0.0000,        0.0000,    0,        41.938,         1,       9,       2,Picarro IAEA,       0,       1
    47,   Q-13903,   2022/10/28 15:49:37,           1-09,       5,       -14.637,       -27.195,      -191.377,        -0.188,         19569,       0,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666972452.02,         0.221,         0.222,         0.403,         0.164,       138.290,         0.002,         0.004,         2.235,        89.695,        34.444,         1.029,        74.807,         0.937,         0.342,       -0.0000,        0.0000,    0,        41.875,         1,       9,       2,Picarro IAEA,       0,       1
    48,   Q-13903,   2022/10/28 15:58:37,           1-09,       6,       -14.659,       -27.251,      -191.547,        -0.180,         19560,       0,    1,    W-81910 / GPHSKP_1_9_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1666972988.01,         0.249,         0.258,         0.349,         0.161,       134.212,         0.003,         0.003,         2.239,        89.548,        34.502,         1.040,        74.993,         0.936,         0.515,       -0.0000,        0.0000,    0,        41.875,         1,       9,       2,Picarro IAEA,       0,       1
    49,   Q-13904,   2022/10/28 16:07:39,           1-10,       1,       -10.727,       -19.979,      -136.589,        -0.130,         19522,      -1,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666973529.01,         0.246,         0.237,         0.372,         0.171,       134.373,         0.002,         0.002,         2.258,        89.437,        34.318,         1.035,        75.106,         0.937,         0.336,        0.0000,       -0.0000,    0,        41.875,         1,      10,       2,Picarro IAEA,       0,       1
    50,   Q-13904,   2022/10/28 16:16:40,           1-10,       2,       -10.581,       -19.684,      -132.243,        -0.140,         19576,      -1,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666974074.80,         0.225,         0.216,         0.388,         0.157,       140.716,         0.002,         0.001,         2.248,        89.696,        34.317,         1.045,        75.905,         0.937,         0.382,       -0.0000,        0.0000,    0,        41.938,         1,      10,       2,Picarro IAEA,       0,       1
    51,   Q-13904,   2022/10/28 16:25:41,           1-10,       3,       -10.504,       -19.573,      -131.292,        -0.122,         19582,      -1,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666974611.13,         0.242,         0.246,         0.395,         0.162,       137.145,         0.002,         0.002,         2.293,        89.825,        34.410,         1.023,        75.168,         0.938,         0.249,        0.0000,        0.0000,    0,        41.812,         1,      10,       2,Picarro IAEA,       0,       1
    52,   Q-13904,   2022/10/28 16:34:42,           1-10,       4,       -10.502,       -19.534,      -130.688,        -0.142,         19524,       0,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666975157.08,         0.217,         0.231,         0.335,         0.155,       138.446,         0.002,         0.002,         2.229,        89.476,        34.242,         1.026,        75.362,         0.937,         0.269,       -0.0000,        0.0000,    0,        41.750,         1,      10,       2,Picarro IAEA,       0,       1
    53,   Q-13904,   2022/10/28 16:43:43,           1-10,       5,       -10.468,       -19.486,      -130.333,        -0.133,         19545,       0,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666975698.38,         0.245,         0.237,         0.365,         0.162,       137.316,         0.002,         0.001,         2.210,        89.584,        34.181,         1.040,        75.739,         0.937,         0.310,       -0.0000,        0.0000,    0,        41.688,         1,      10,       2,Picarro IAEA,       0,       1
    54,   Q-13904,   2022/10/28 16:52:45,           1-10,       6,       -10.437,       -19.456,      -130.129,        -0.118,         19587,       0,    1,   W-81908 / GPHSKP_1_10_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1666976235.35,         0.243,         0.224,         0.329,         0.171,       135.272,         0.002,         0.001,         2.267,        89.826,        34.311,         1.038,        75.696,         0.936,         0.323,        0.0000,        0.0000,    0,        41.688,         1,      10,       2,Picarro IAEA,       0,       1
    55,   Q-13905,   2022/10/28 17:01:45,           1-11,       1,       -10.428,       -19.404,      -129.880,        -0.137,         19573,      -1,    1,   W-81919 / GPHSKP_1_11_0 / 208 / 808 /,                                 OH-25 B,                 H2O, 1666976780.17,         0.252,         0.228,         0.374,         0.184,       138.826,         0.002,         0.002,         2.243,        89.760,        34.221,         1.042,        75.653,         0.938,         0.282,        0.0000,        0.0000,    0,        41.688,         1,      11,       2,Picarro IAEA,       0,       1
    56,   Q-13905,   2022/10/28 17:10:46,           1-11,       2,       -10.429,       -19.426,      -129.744,        -0.126,         19557,      -1,    1,   W-81919 / GPHSKP_1_11_0 / 208 / 808 /,                                 OH-25 B,                 H2O, 1666977320.55,         0.258,         0.234,         0.362,         0.185,       136.423,         0.002,         0.001,         2.196,        89.643,        34.220,         1.037,        75.776,         0.938,         0.298,       -0.0000,       -0.0000,    0,        41.625,         1,      11,       2,Picarro IAEA,       0,       1
